# r   MSF(r)
2.87575150 -2.87413744
2.88577154 -2.88430032
2.89579158 -2.89603785
2.90581162 -2.90475325
2.91583166 -2.91453298
2.92585170 -2.92553339
2.93587174 -2.93431214
2.94589178 -2.94442421
2.95591182 -2.95483334
2.96593186 -2.96520523
2.97595190 -2.97465034
2.98597194 -2.98451138
2.99599198 -2.99503374
3.00601202 -3.00465733
3.01603206 -3.01576091
3.02605210 -3.02515118
3.03607214 -3.03460427
3.04609218 -3.04517688
3.05611222 -3.05457512
3.06613226 -3.06607128
3.07615230 -3.07536986
3.08617234 -3.08529863
3.09619238 -3.09644899
3.10621242 -3.10555702
3.11623246 -3.11681159
3.12625251 -3.12534999
3.13627255 -3.13544325
3.14629259 -3.14546357
3.15631263 -3.15484091
3.16633267 -3.16545323
3.17635271 -3.17652531
3.18637275 -3.18544167
3.19639279 -3.19521235
3.20641283 -3.20533844
3.21643287 -3.21661629
3.22645291 -3.22531699
3.23647295 -3.23532446
3.24649299 -3.24543550
3.25651303 -3.25498514
3.26653307 -3.26575283
3.27655311 -3.27573801
3.28657315 -3.28539393
3.29659319 -3.29544020
3.30661323 -3.30538143
3.31663327 -3.31527640
3.32665331 -3.32681059
3.33667335 -3.33536129
3.34669339 -3.34705949
3.35671343 -3.35661421
3.36673347 -3.36589978
3.37675351 -3.37605100
3.38677355 -3.38534307
3.39679359 -3.39573922
3.40681363 -3.40701097
3.41683367 -3.41557698
3.42685371 -3.42701228
3.43687375 -3.43669708
3.44689379 -3.44626136
3.45691383 -3.45718124
3.46693387 -3.46552802
3.47695391 -3.47565952
3.48697395 -3.48671657
3.49699399 -3.49624781
3.50701403 -3.50640693
3.51703407 -3.51585173
3.52705411 -3.52636816
3.53707415 -3.53723725
3.54709419 -3.54558444
3.55711423 -3.55569142
3.56713427 -3.56674782
3.57715431 -3.57579835
3.58717435 -3.58757378
3.59719439 -3.59719206
3.60721443 -3.60746615
3.61723447 -3.61672084
3.62725451 -3.62653410
3.63727455 -3.63643676
3.64729459 -3.64728724
3.65731463 -3.65727826
3.66733467 -3.66721997
3.67735471 -3.67604545
3.68737475 -3.68635638
3.69739479 -3.69639927
3.70741483 -3.70648392
3.71743487 -3.71589304
3.72745491 -3.72727679
3.73747495 -3.73721244
3.74749499 -3.74604052
3.75751503 -3.75626782
3.76753507 -3.76594205
3.77755511 -3.77597790
3.78757515 -3.78751037
3.79759519 -3.79743246
3.80761523 -3.80677249
3.81763527 -3.81748643
3.82765531 -3.82662735
3.83767535 -3.83758947
3.84769539 -3.84644540
3.85771543 -3.85756891
3.86773547 -3.86624287
3.87775551 -3.87638978
3.88777555 -3.88684285
3.89779559 -3.89677627
3.90781563 -3.90869333
3.91783567 -3.91646166
3.92785571 -3.92781314
3.93787575 -3.93889145
3.94789579 -3.94692364
3.95791583 -3.95741056
3.96793587 -3.96667544
3.97795591 -3.97797338
3.98797595 -3.98665988
3.99799599 -3.99753043
4.00801603 -4.00732534
4.01803607 -4.01765718
4.02805611 -4.02680225
4.03807615 -4.03659807
4.04809619 -4.04675897
4.05811623 -4.05786957
4.06813627 -4.06727056
4.07815631 -4.07815532
4.08817635 -4.08693701
4.09819639 -4.09683628
4.10821643 -4.10672250
4.11823647 -4.11677563
4.12825651 -4.12813922
4.13827655 -4.13670889
4.14829659 -4.14721139
4.15831663 -4.15699461
4.16833667 -4.16721172
4.17835671 -4.17700781
4.18837675 -4.18786794
4.19839679 -4.19719738
4.20841683 -4.20814932
4.21843687 -4.21770171
4.22845691 -4.22837270
4.23847695 -4.23738507
4.24849699 -4.24781384
4.25851703 -4.25745929
4.26853707 -4.26750757
4.27855711 -4.27740035
4.28857715 -4.28729974
4.29859719 -4.29728677
4.30861723 -4.30742054
4.31863727 -4.31740520
4.32865731 -4.32901831
4.33867735 -4.33965718
4.34869739 -4.34862284
4.35871743 -4.35741663
4.36873747 -4.36739476
4.37875752 -4.37763130
4.38877756 -4.38743118
4.39879760 -4.39746903
4.40881764 -4.40814756
4.41883768 -4.41766537
4.42885772 -4.42754152
4.43887776 -4.43773702
4.44889780 -4.44768334
4.45891784 -4.45741249
4.46893788 -4.46760688
4.47895792 -4.47741362
4.48897796 -4.48918122
4.49899800 -4.49862102
4.50901804 -4.50748108
4.51903808 -4.51901592
4.52905812 -4.52767752
4.53907816 -4.53881986
4.54909820 -4.54911003
4.55911824 -4.55756395
4.56913828 -4.56795880
4.57915832 -4.57890683
4.58917836 -4.58929990
4.59919840 -4.59799674
4.60921844 -4.60809293
4.61923848 -4.61901032
4.62925852 -4.62818932
4.63927856 -4.63913019
4.64929860 -4.64847149
4.65931864 -4.66028358
4.66933868 -4.66914711
4.67935872 -4.67934600
4.68937876 -4.68807725
4.69939880 -4.69820636
4.70941884 -4.70843549
4.71943888 -4.71841902
4.72945892 -4.72823942
4.73947896 -4.73830152
4.74949900 -4.74836229
4.75951904 -4.75821292
4.76953908 -4.76824494
4.77955912 -4.77858958
4.78957916 -4.78829802
4.79959920 -4.79841005
4.80961924 -4.80878349
4.81963928 -4.81850291
4.82965932 -4.82826087
4.83967936 -4.83841022
4.84969940 -4.84912387
4.85971944 -4.85870893
4.86973948 -4.86835851
4.87975952 -4.87831226
4.88977956 -4.88879300
4.89979960 -4.89974744
4.90981964 -4.90980240
4.91983968 -4.91879210
4.92985972 -4.92865941
4.93987976 -4.93948370
4.94989980 -4.94856898
4.95991984 -4.95854147
4.96993988 -4.96930644
4.97995992 -4.97845951
4.98997996 -4.99030852
5.00000000 -4.99892944
